uniq,kingdom,phylum
uniq2231,Eukaryota,Arthropoda
uniq2241,Eukaryota,Chordata
uniq2239,Eukaryota,Eukaryota
uniq2240,Eukaryota,Eukaryota
uniq2257,Eukaryota,Eukaryota
uniq2254,Eukaryota,Chaetognatha
uniq2259,Eukaryota,Eukaryota
uniq8329,Eukaryota,Eukaryota
uniq6605,Eukaryota,Mollusca
uniq2265,Eukaryota,Eukaryota
uniq2264,Eukaryota,Eukaryota
uniq2267,Eukaryota,Eukaryota
uniq2271,Eukaryota,Eukaryota
uniq3257,Eukaryota,Mollusca
uniq3237,Eukaryota,Eukaryota
uniq2284,Eukaryota,Eukaryota
uniq2285,Eukaryota,Eukaryota
uniq2303,Eukaryota,Eukaryota
uniq2305,Eukaryota,Arthropoda
uniq2314,Eukaryota,Eukaryota
uniq2288,Eukaryota,Arthropoda
uniq2309,Eukaryota,Chlorophyta
uniq2310,Eukaryota,Mollusca
uniq2319,Eukaryota,Eukaryota
uniq2317,Eukaryota,Eukaryota
uniq2325,Eukaryota,Eukaryota
uniq2816,Eukaryota,Chordata
uniq3462,Eukaryota,Eukaryota
uniq2994,Eukaryota,Eukaryota
uniq2796,Eukaryota,Arthropoda
uniq3993,Eukaryota,Eukaryota
uniq2352,Eukaryota,Chaetognatha
uniq2363,Eukaryota,Eukaryota
uniq4975,Eukaryota,Eukaryota
uniq2365,Eukaryota,Annelida
uniq2369,Eukaryota,Eukaryota
uniq3137,Eukaryota,Eukaryota
uniq3420,Eukaryota,Chaetognatha
uniq2927,Eukaryota,Eukaryota
uniq5754,Eukaryota,Eukaryota
uniq2398,Eukaryota,Eukaryota
uniq2392,Eukaryota,Arthropoda
uniq2746,Eukaryota,Annelida
uniq2400,Eukaryota,Eukaryota
uniq4939,Eukaryota,Chlorophyta
uniq3640,Eukaryota,Eukaryota
uniq2422,Eukaryota,Eukaryota
uniq2919,Eukaryota,Mollusca
uniq3588,Eukaryota,Eukaryota
uniq2426,Eukaryota,Arthropoda
uniq2424,Eukaryota,Eukaryota
uniq4212,Eukaryota,Eukaryota
uniq2432,Eukaryota,Eukaryota
uniq2436,Eukaryota,Eukaryota
uniq2437,Eukaryota,Chaetognatha
uniq2439,Eukaryota,Eukaryota
uniq3143,Eukaryota,Eukaryota
uniq2445,Eukaryota,Eukaryota
uniq3517,Eukaryota,Arthropoda
uniq5582,Eukaryota,Eukaryota
uniq3364,Eukaryota,Cnidaria
uniq2475,Eukaryota,Eukaryota
uniq2508,Eukaryota,Arthropoda
uniq2510,Eukaryota,Eukaryota
uniq2506,Eukaryota,Arthropoda
uniq2524,Eukaryota,Eukaryota
uniq2516,Eukaryota,Arthropoda
uniq2532,Eukaryota,Chordata
uniq2552,Eukaryota,Arthropoda
uniq4866,Eukaryota,Eukaryota
uniq2587,Eukaryota,Eukaryota
uniq2580,Eukaryota,Arthropoda
uniq2591,Eukaryota,Eukaryota
uniq3243,Eukaryota,Eukaryota
uniq2596,Eukaryota,Eukaryota
uniq2588,Eukaryota,Eukaryota
uniq5421,Eukaryota,Mollusca
uniq2602,Eukaryota,Mollusca
uniq2607,Eukaryota,Chaetognatha
uniq2604,Eukaryota,Arthropoda
uniq2613,Eukaryota,Eukaryota
uniq2629,Eukaryota,Eukaryota
uniq2636,Eukaryota,Eukaryota
uniq2639,Eukaryota,Chaetognatha
uniq4454,Eukaryota,Arthropoda
uniq3029,Eukaryota,Arthropoda
uniq4701,Eukaryota,Eukaryota
uniq5092,Eukaryota,Eukaryota
uniq2646,Eukaryota,Eukaryota
uniq2651,Eukaryota,Chaetognatha
uniq2657,Eukaryota,Eukaryota
uniq2656,Eukaryota,Arthropoda
uniq2654,Eukaryota,Eukaryota
uniq3637,Eukaryota,Eukaryota
uniq5039,Eukaryota,Cnidaria
uniq2667,Eukaryota,Chaetognatha
uniq2666,Eukaryota,Chordata
uniq2674,Eukaryota,Eukaryota
uniq2686,Eukaryota,Eukaryota
uniq5138,Eukaryota,Eukaryota
uniq2673,Eukaryota,Arthropoda
uniq3253,Eukaryota,Mollusca
uniq6475,Eukaryota,Eukaryota
uniq2702,Eukaryota,Eukaryota
uniq2713,Eukaryota,Eukaryota
uniq2714,Eukaryota,Eukaryota
uniq3146,Eukaryota,Cnidaria
uniq2716,Eukaryota,Eukaryota
uniq3445,Eukaryota,Eukaryota
uniq3120,Eukaryota,Eukaryota
uniq2718,Eukaryota,Eukaryota
uniq3493,Eukaryota,Annelida
uniq5013,Eukaryota,Eukaryota
uniq2727,Eukaryota,Eukaryota
uniq2725,Eukaryota,Eukaryota
uniq2730,Eukaryota,Chaetognatha
uniq2724,Eukaryota,Cnidaria
uniq2754,Eukaryota,Eukaryota
uniq2768,Eukaryota,Eukaryota
uniq2741,Eukaryota,Arthropoda
uniq2760,Eukaryota,Eukaryota
uniq3355,Eukaryota,Mollusca
uniq2779,Eukaryota,Eukaryota
uniq2780,Eukaryota,Chordata
uniq2789,Eukaryota,Eukaryota
uniq2791,Eukaryota,Eukaryota
uniq2801,Eukaryota,Eukaryota
uniq2808,Eukaryota,Eukaryota
uniq2804,Eukaryota,Chordata
uniq7714,Eukaryota,Mollusca
uniq2815,Eukaryota,Eukaryota
uniq6176,Eukaryota,Arthropoda
uniq4248,Eukaryota,Eukaryota
uniq2819,Eukaryota,Eukaryota
uniq2825,Eukaryota,Eukaryota
uniq2826,Eukaryota,Eukaryota
uniq2822,Eukaryota,Eukaryota
uniq2838,Eukaryota,Chaetognatha
uniq2839,Eukaryota,Eukaryota
uniq4717,Eukaryota,Chordata
uniq3957,Eukaryota,Cnidaria
uniq2852,Eukaryota,Chaetognatha
uniq2865,Eukaryota,Eukaryota
uniq2859,Eukaryota,Eukaryota
uniq2853,Eukaryota,Eukaryota
uniq2868,Eukaryota,Eukaryota
uniq2869,Eukaryota,Eukaryota
uniq2873,Eukaryota,Eukaryota
uniq2880,Eukaryota,Arthropoda
uniq2879,Eukaryota,Mollusca
uniq3406,Eukaryota,Mollusca
uniq3857,Eukaryota,Eukaryota
uniq2889,Eukaryota,Eukaryota
uniq2890,Eukaryota,Mollusca
uniq2891,Eukaryota,Eukaryota
uniq2901,Eukaryota,Chaetognatha
uniq2897,Eukaryota,Eukaryota
uniq2893,Eukaryota,Eukaryota
uniq2904,Eukaryota,Eukaryota
uniq2907,Eukaryota,Eukaryota
uniq2916,Eukaryota,Eukaryota
uniq2910,Eukaryota,Cnidaria
uniq2914,Eukaryota,Eukaryota
uniq2944,Eukaryota,Eukaryota
uniq2934,Eukaryota,Chaetognatha
uniq3923,Eukaryota,Arthropoda
uniq2946,Eukaryota,Eukaryota
uniq2949,Eukaryota,Eukaryota
uniq2950,Eukaryota,Eukaryota
uniq2951,Eukaryota,Eukaryota
uniq4101,Eukaryota,Eukaryota
uniq3761,Eukaryota,Eukaryota
uniq2956,Eukaryota,Eukaryota
uniq4605,Eukaryota,Chaetognatha
uniq2965,Eukaryota,Eukaryota
uniq2960,Eukaryota,Eukaryota
uniq2959,Eukaryota,Eukaryota
uniq2974,Eukaryota,Eukaryota
uniq2976,Eukaryota,Eukaryota
uniq2986,Eukaryota,Arthropoda
uniq2987,Eukaryota,Eukaryota
uniq3469,Eukaryota,Eukaryota
uniq3000,Eukaryota,Cnidaria
uniq2999,Eukaryota,Eukaryota
uniq3021,Eukaryota,Mollusca
uniq3010,Eukaryota,Chaetognatha
uniq3022,Eukaryota,Eukaryota
uniq3026,Eukaryota,Eukaryota
uniq3749,Eukaryota,Eukaryota
uniq3025,Eukaryota,Arthropoda
uniq4951,Eukaryota,Eukaryota
uniq3050,Eukaryota,Chaetognatha
uniq3048,Eukaryota,Eukaryota
uniq8662,Eukaryota,Eukaryota
uniq3054,Eukaryota,Eukaryota
uniq3055,Eukaryota,Cnidaria
uniq4323,Eukaryota,Eukaryota
uniq3708,Eukaryota,Cnidaria
uniq3058,Eukaryota,Eukaryota
uniq5573,Eukaryota,Eukaryota
uniq5459,Eukaryota,Eukaryota
uniq3064,Eukaryota,Eukaryota
uniq3063,Eukaryota,Eukaryota
uniq3072,Eukaryota,Arthropoda
uniq3094,Eukaryota,Eukaryota
uniq3081,Eukaryota,Eukaryota
uniq3088,Eukaryota,Eukaryota
uniq5066,Eukaryota,Eukaryota
uniq3782,Eukaryota,Eukaryota
uniq3107,Eukaryota,Chaetognatha
uniq5314,Eukaryota,Eukaryota
uniq3105,Eukaryota,Eukaryota
uniq3113,Eukaryota,Eukaryota
uniq3106,Eukaryota,Eukaryota
uniq3133,Eukaryota,Chaetognatha
uniq5517,Eukaryota,Eukaryota
uniq6485,Eukaryota,Arthropoda
uniq3148,Eukaryota,Eukaryota
uniq3168,Eukaryota,Chaetognatha
uniq3159,Eukaryota,Eukaryota
uniq3170,Eukaryota,Arthropoda
uniq3177,Eukaryota,Arthropoda
uniq3619,Eukaryota,Eukaryota
uniq3172,Eukaryota,Eukaryota
uniq4481,Eukaryota,Eukaryota
uniq4485,Eukaryota,Eukaryota
uniq4904,Eukaryota,Eukaryota
uniq4765,Eukaryota,Arthropoda
uniq7494,Eukaryota,Mollusca
uniq3197,Eukaryota,Chordata
uniq3187,Eukaryota,Eukaryota
uniq3196,Eukaryota,Eukaryota
uniq3198,Eukaryota,Eukaryota
uniq3215,Eukaryota,Eukaryota
uniq3219,Eukaryota,Eukaryota
uniq3229,Eukaryota,Mollusca
uniq3235,Eukaryota,Eukaryota
uniq3232,Eukaryota,Mollusca
uniq3689,Eukaryota,Arthropoda
uniq4768,Eukaryota,Echinodermata
uniq3792,Eukaryota,Eukaryota
uniq4274,Eukaryota,Eukaryota
uniq5252,Eukaryota,Eukaryota
uniq5545,Eukaryota,Chaetognatha
uniq6239,Eukaryota,Echinodermata
uniq3239,Eukaryota,Arthropoda
uniq3241,Eukaryota,Bacillariophyta
uniq3240,Eukaryota,Eukaryota
uniq3252,Eukaryota,Bacillariophyta
uniq3266,Eukaryota,Chaetognatha
uniq3258,Eukaryota,Eukaryota
uniq3261,Eukaryota,Arthropoda
uniq3273,Eukaryota,Eukaryota
uniq3973,Eukaryota,Chaetognatha
uniq3609,Eukaryota,Cnidaria
uniq4691,Eukaryota,Eukaryota
uniq4868,Eukaryota,Eukaryota
uniq5479,Eukaryota,Cnidaria
uniq5543,Eukaryota,Arthropoda
uniq3287,Eukaryota,Eukaryota
uniq3285,Eukaryota,Eukaryota
uniq3286,Eukaryota,Eukaryota
uniq3288,Eukaryota,Eukaryota
uniq3299,Eukaryota,Bacillariophyta
uniq3293,Eukaryota,Eukaryota
uniq3308,Eukaryota,Eukaryota
uniq3321,Eukaryota,Eukaryota
uniq3322,Eukaryota,Eukaryota
uniq3328,Eukaryota,Cnidaria
uniq3326,Eukaryota,Chaetognatha
uniq3320,Eukaryota,Arthropoda
uniq3974,Eukaryota,Arthropoda
uniq5500,Eukaryota,Eukaryota
uniq3338,Eukaryota,Mollusca
uniq3341,Eukaryota,Eukaryota
uniq3368,Eukaryota,Eukaryota
uniq3373,Eukaryota,Cnidaria
uniq3367,Eukaryota,Mollusca
uniq4785,Eukaryota,Eukaryota
uniq3384,Eukaryota,Chordata
uniq3375,Eukaryota,Eukaryota
uniq3385,Eukaryota,Eukaryota
uniq3387,Eukaryota,Eukaryota
uniq3395,Eukaryota,Eukaryota
uniq3390,Eukaryota,Eukaryota
uniq3388,Eukaryota,Eukaryota
uniq3394,Eukaryota,Eukaryota
uniq3408,Eukaryota,Chaetognatha
uniq3400,Eukaryota,Eukaryota
uniq3411,Eukaryota,Eukaryota
uniq3409,Eukaryota,Arthropoda
uniq7252,Eukaryota,Eukaryota
uniq6464,Eukaryota,Eukaryota
uniq7430,Eukaryota,Eukaryota
uniq3429,Eukaryota,Mollusca
uniq3431,Eukaryota,Eukaryota
uniq3433,Eukaryota,Mollusca
uniq3440,Eukaryota,Chaetognatha
uniq3448,Eukaryota,Chaetognatha
uniq3455,Eukaryota,Eukaryota
uniq5221,Eukaryota,Mollusca
uniq3471,Eukaryota,Chaetognatha
uniq4870,Eukaryota,Mollusca
uniq3473,Eukaryota,Arthropoda
uniq3486,Eukaryota,Arthropoda
uniq3480,Eukaryota,Eukaryota
uniq3494,Eukaryota,Eukaryota
uniq3498,Eukaryota,Arthropoda
uniq3515,Eukaryota,Chordata
uniq4295,Eukaryota,Mollusca
uniq5383,Eukaryota,Eukaryota
uniq4432,Eukaryota,Arthropoda
uniq6581,Eukaryota,Arthropoda
uniq6426,Eukaryota,Eukaryota
uniq3516,Eukaryota,Eukaryota
uniq3519,Eukaryota,Eukaryota
uniq3524,Eukaryota,Eukaryota
uniq3537,Eukaryota,Chordata
uniq3544,Eukaryota,Eukaryota
uniq3542,Eukaryota,Eukaryota
uniq3569,Eukaryota,Eukaryota
uniq3554,Eukaryota,Eukaryota
uniq3558,Eukaryota,Eukaryota
uniq3564,Eukaryota,Eukaryota
uniq3573,Eukaryota,Chordata
uniq4539,Eukaryota,Mollusca
uniq7081,Eukaryota,Mollusca
uniq6963,Eukaryota,Eukaryota
uniq5446,Eukaryota,Mollusca
uniq7288,Eukaryota,Echinodermata
uniq8050,Eukaryota,Eukaryota
uniq9604,Eukaryota,Eukaryota
uniq3594,Eukaryota,Eukaryota
uniq3605,Eukaryota,Eukaryota
uniq3613,Eukaryota,Eukaryota
uniq4687,Eukaryota,Rhodophyta
uniq3618,Eukaryota,Porifera
uniq3650,Eukaryota,Eukaryota
uniq3664,Eukaryota,Mollusca
uniq3651,Eukaryota,Eukaryota
uniq3638,Eukaryota,Eukaryota
uniq4345,Eukaryota,Eukaryota
uniq3647,Eukaryota,Eukaryota
uniq5360,Eukaryota,Eukaryota
uniq3669,Eukaryota,Eukaryota
uniq3675,Eukaryota,Eukaryota
uniq3672,Eukaryota,Eukaryota
uniq3701,Eukaryota,Eukaryota
uniq3710,Eukaryota,Cnidaria
uniq4244,Eukaryota,Eukaryota
uniq3717,Eukaryota,Eukaryota
uniq3714,Eukaryota,Eukaryota
uniq4256,Eukaryota,Eukaryota
uniq3721,Eukaryota,Arthropoda
uniq6859,Eukaryota,Eukaryota
uniq3729,Eukaryota,Annelida
uniq7552,Eukaryota,Eukaryota
uniq3727,Eukaryota,Mollusca
uniq3738,Eukaryota,Eukaryota
uniq3735,Eukaryota,Eukaryota
uniq3736,Eukaryota,Arthropoda
uniq3742,Eukaryota,Eukaryota
uniq3744,Eukaryota,Arthropoda
uniq3745,Eukaryota,Eukaryota
uniq3750,Eukaryota,Eukaryota
uniq3743,Eukaryota,Eukaryota
uniq3747,Eukaryota,Eukaryota
uniq3751,Eukaryota,Chaetognatha
uniq3765,Eukaryota,Eukaryota
uniq3756,Eukaryota,Eukaryota
uniq3760,Eukaryota,Eukaryota
uniq3772,Eukaryota,Arthropoda
uniq3776,Eukaryota,Bacillariophyta
uniq6288,Eukaryota,Bacillariophyta
uniq9230,Eukaryota,Eukaryota
uniq6998,Eukaryota,Eukaryota
uniq3800,Eukaryota,Mollusca
uniq3802,Eukaryota,Eukaryota
uniq3801,Eukaryota,Arthropoda
uniq3828,Eukaryota,Chordata
uniq3829,Eukaryota,Arthropoda
uniq3815,Eukaryota,Eukaryota
uniq5449,Eukaryota,Chaetognatha
uniq5320,Eukaryota,Arthropoda
uniq5342,Eukaryota,Eukaryota
uniq6624,Eukaryota,Cnidaria
uniq5429,Eukaryota,Eukaryota
uniq6074,Eukaryota,Eukaryota
uniq6298,Eukaryota,Mollusca
uniq3848,Eukaryota,Eukaryota
uniq3860,Eukaryota,Eukaryota
uniq3854,Eukaryota,Eukaryota
uniq3861,Eukaryota,Chaetognatha
uniq3863,Eukaryota,Arthropoda
uniq3879,Eukaryota,Eukaryota
uniq3867,Eukaryota,Chaetognatha
uniq3856,Eukaryota,Eukaryota
uniq3887,Eukaryota,Eukaryota
uniq3906,Eukaryota,Annelida
uniq3900,Eukaryota,Eukaryota
uniq3907,Eukaryota,Arthropoda
uniq4579,Eukaryota,Eukaryota
uniq14201,Eukaryota,Eukaryota
uniq3912,Eukaryota,Eukaryota
uniq3917,Eukaryota,Eukaryota
uniq3933,Eukaryota,Eukaryota
uniq3935,Eukaryota,Eukaryota
uniq3915,Eukaryota,Eukaryota
uniq3949,Eukaryota,Chordata
uniq3952,Eukaryota,Bacillariophyta
uniq3939,Eukaryota,Eukaryota
uniq3959,Eukaryota,Bacillariophyta
uniq3979,Eukaryota,Chaetognatha
uniq3964,Eukaryota,Eukaryota
uniq3966,Eukaryota,Eukaryota
uniq3982,Eukaryota,Arthropoda
uniq4529,Eukaryota,Mollusca
uniq5298,Eukaryota,Eukaryota
uniq6875,Eukaryota,Eukaryota
uniq3987,Eukaryota,Eukaryota
uniq8660,Eukaryota,Eukaryota
uniq3986,Eukaryota,Arthropoda
uniq3990,Eukaryota,Arthropoda
uniq3999,Eukaryota,Chordata
uniq3997,Eukaryota,Eukaryota
uniq4000,Eukaryota,Eukaryota
uniq4018,Eukaryota,Mollusca
uniq4005,Eukaryota,Eukaryota
uniq4017,Eukaryota,Porifera
uniq4026,Eukaryota,Arthropoda
uniq4040,Eukaryota,Arthropoda
uniq5379,Eukaryota,Nemertea
uniq7273,Eukaryota,Eukaryota
uniq7536,Eukaryota,Annelida
uniq5506,Eukaryota,Eukaryota
uniq9235,Eukaryota,Eukaryota
uniq11772,Eukaryota,Eukaryota
uniq4047,Eukaryota,Arthropoda
uniq4043,Eukaryota,Eukaryota
uniq4046,Eukaryota,Eukaryota
uniq4049,Eukaryota,Arthropoda
uniq4079,Eukaryota,Mollusca
uniq4070,Eukaryota,Arthropoda
uniq4071,Eukaryota,Eukaryota
uniq4089,Eukaryota,Cnidaria
uniq4094,Eukaryota,Eukaryota
uniq4095,Eukaryota,Mollusca
uniq4105,Eukaryota,Eukaryota
uniq4107,Eukaryota,Eukaryota
uniq4108,Eukaryota,Arthropoda
uniq4099,Eukaryota,Arthropoda
uniq4103,Eukaryota,Cnidaria
uniq4109,Eukaryota,Mollusca
uniq4800,Eukaryota,Eukaryota
uniq6889,Eukaryota,Bacillariophyta
uniq6825,Eukaryota,Eukaryota
uniq7657,Eukaryota,Eukaryota
uniq7870,Eukaryota,Eukaryota
uniq4121,Eukaryota,Eukaryota
uniq4129,Eukaryota,Eukaryota
uniq4132,Eukaryota,Chaetognatha
uniq4140,Eukaryota,Eukaryota
uniq4137,Eukaryota,Eukaryota
uniq4141,Eukaryota,Eukaryota
uniq4151,Eukaryota,Eukaryota
uniq5068,Eukaryota,Eukaryota
uniq5568,Eukaryota,Eukaryota
uniq7574,Eukaryota,Eukaryota
uniq6053,Eukaryota,Eukaryota
uniq7631,Eukaryota,Eukaryota
uniq7596,Eukaryota,Eukaryota
uniq4176,Eukaryota,Eukaryota
uniq4187,Eukaryota,Rhodophyta
uniq4180,Eukaryota,Eukaryota
uniq4197,Eukaryota,Arthropoda
uniq4192,Eukaryota,Eukaryota
uniq4203,Eukaryota,Mollusca
uniq4199,Eukaryota,Arthropoda
uniq4226,Eukaryota,Eukaryota
uniq4222,Eukaryota,Bacillariophyta
uniq4223,Eukaryota,Eukaryota
uniq4216,Eukaryota,Eukaryota
uniq4208,Eukaryota,Rhodophyta
uniq4233,Eukaryota,Eukaryota
uniq4236,Eukaryota,Eukaryota
uniq4243,Eukaryota,Bacillariophyta
uniq4249,Eukaryota,Arthropoda
uniq4750,Eukaryota,Chaetognatha
uniq4855,Eukaryota,Eukaryota
uniq4821,Eukaryota,Eukaryota
uniq4753,Eukaryota,Eukaryota
uniq7176,Eukaryota,Eukaryota
uniq8700,Eukaryota,Eukaryota
uniq9024,Eukaryota,Eukaryota
uniq4268,Eukaryota,Chaetognatha
uniq4259,Eukaryota,Chaetognatha
uniq4267,Eukaryota,Chaetognatha
uniq4265,Eukaryota,Mollusca
uniq4276,Eukaryota,Eukaryota
uniq4288,Eukaryota,Eukaryota
uniq4271,Eukaryota,Eukaryota
uniq4286,Eukaryota,Eukaryota
uniq4296,Eukaryota,Eukaryota
uniq4294,Eukaryota,Eukaryota
uniq4302,Eukaryota,Eukaryota
uniq4308,Eukaryota,Eukaryota
uniq4304,Eukaryota,Eukaryota
uniq4305,Eukaryota,Eukaryota
uniq4326,Eukaryota,Eukaryota
uniq4325,Eukaryota,Eukaryota
uniq4327,Eukaryota,Eukaryota
uniq4311,Eukaryota,Arthropoda
uniq4961,Eukaryota,Eukaryota
uniq5169,Eukaryota,Eukaryota
uniq4947,Eukaryota,Mollusca
uniq4845,Eukaryota,Eukaryota
uniq7415,Eukaryota,Eukaryota
uniq4363,Eukaryota,Chaetognatha
uniq11235,Eukaryota,Eukaryota
uniq6591,Eukaryota,Arthropoda
uniq4353,Eukaryota,Mollusca
uniq4361,Eukaryota,Eukaryota
uniq4369,Eukaryota,Eukaryota
uniq4380,Eukaryota,Eukaryota
uniq4404,Eukaryota,Eukaryota
uniq4382,Eukaryota,Chaetognatha
uniq5245,Eukaryota,Mollusca
uniq4410,Eukaryota,Eukaryota
uniq7303,Eukaryota,Eukaryota
uniq15514,Eukaryota,Eukaryota
uniq4426,Eukaryota,Eukaryota
uniq6108,Eukaryota,Eukaryota
uniq4428,Eukaryota,Arthropoda
uniq4433,Eukaryota,Eukaryota
uniq4448,Eukaryota,Eukaryota
uniq4467,Eukaryota,Chaetognatha
uniq4459,Eukaryota,Eukaryota
uniq4474,Eukaryota,Eukaryota
uniq4468,Eukaryota,Cnidaria
uniq4490,Eukaryota,Chaetognatha
uniq4484,Eukaryota,Eukaryota
uniq4483,Eukaryota,Arthropoda
uniq4498,Eukaryota,Eukaryota
uniq5301,Eukaryota,Eukaryota
uniq4494,Eukaryota,Arthropoda
uniq4500,Eukaryota,Bacillariophyta
uniq4497,Eukaryota,Cnidaria
uniq5149,Eukaryota,Eukaryota
uniq5681,Eukaryota,Eukaryota
uniq5393,Eukaryota,Mollusca
uniq10353,Eukaryota,Arthropoda
uniq6507,Eukaryota,Eukaryota
uniq4502,Eukaryota,Chordata
uniq4501,Eukaryota,Arthropoda
uniq4508,Eukaryota,Eukaryota
uniq4521,Eukaryota,Mollusca
uniq4535,Eukaryota,Eukaryota
uniq4552,Eukaryota,Chaetognatha
uniq4533,Eukaryota,Mollusca
uniq4562,Eukaryota,Eukaryota
uniq4568,Eukaryota,Arthropoda
uniq4577,Eukaryota,Mollusca
uniq4572,Eukaryota,Cnidaria
uniq5486,Eukaryota,Chaetognatha
uniq5110,Eukaryota,Eukaryota
uniq6785,Eukaryota,Annelida
uniq7894,Eukaryota,Eukaryota
uniq8446,Eukaryota,Annelida
uniq7480,Eukaryota,Arthropoda
uniq7543,Eukaryota,Eukaryota
uniq9186,Eukaryota,Eukaryota
uniq4599,Eukaryota,Annelida
uniq4588,Eukaryota,Eukaryota
uniq4601,Eukaryota,Eukaryota
uniq4587,Eukaryota,Eukaryota
uniq4586,Eukaryota,Eukaryota
uniq4615,Eukaryota,Chordata
uniq4613,Eukaryota,Chaetognatha
uniq4626,Eukaryota,Echinodermata
uniq4618,Eukaryota,Eukaryota
uniq4642,Eukaryota,Eukaryota
uniq4630,Eukaryota,Eukaryota
uniq4653,Eukaryota,Eukaryota
uniq5208,Eukaryota,Eukaryota
uniq5341,Eukaryota,Cnidaria
uniq7706,Eukaryota,Eukaryota
uniq5220,Eukaryota,Arthropoda
uniq8498,Eukaryota,Arthropoda
uniq12092,Eukaryota,Eukaryota
uniq4662,Eukaryota,Eukaryota
uniq4663,Eukaryota,Porifera
uniq4658,Eukaryota,Eukaryota
uniq4680,Eukaryota,Eukaryota
uniq4693,Eukaryota,Eukaryota
uniq4700,Eukaryota,Eukaryota
uniq4707,Eukaryota,Eukaryota
uniq4704,Eukaryota,Eukaryota
uniq4721,Eukaryota,Eukaryota
uniq4714,Eukaryota,Eukaryota
uniq4728,Eukaryota,Chaetognatha
uniq4724,Eukaryota,Eukaryota
uniq5344,Eukaryota,Eukaryota
uniq5425,Eukaryota,Chaetognatha
uniq5365,Eukaryota,Eukaryota
uniq5589,Eukaryota,Mollusca
uniq6297,Eukaryota,Arthropoda
uniq6369,Eukaryota,Arthropoda
uniq4747,Eukaryota,Eukaryota
uniq10688,Eukaryota,Eukaryota
uniq4755,Eukaryota,Eukaryota
uniq4752,Eukaryota,Eukaryota
uniq4763,Eukaryota,Eukaryota
uniq4770,Eukaryota,Porifera
uniq4776,Eukaryota,Eukaryota
uniq4796,Eukaryota,Eukaryota
uniq4801,Eukaryota,Eukaryota
uniq4807,Eukaryota,Eukaryota
uniq4816,Eukaryota,Chaetognatha
uniq4815,Eukaryota,Bacillariophyta
uniq4809,Eukaryota,Arthropoda
uniq6355,Eukaryota,Arthropoda
uniq6415,Eukaryota,Eukaryota
uniq7989,Eukaryota,Arthropoda
uniq8946,Eukaryota,Mollusca
uniq4839,Eukaryota,Chordata
uniq4833,Eukaryota,Eukaryota
uniq4846,Eukaryota,Echinodermata
uniq4841,Eukaryota,Eukaryota
uniq4834,Eukaryota,Arthropoda
uniq4858,Eukaryota,Eukaryota
uniq4885,Eukaryota,Eukaryota
uniq4867,Eukaryota,Eukaryota
uniq4884,Eukaryota,Arthropoda
uniq4895,Eukaryota,Eukaryota
uniq4906,Eukaryota,Eukaryota
uniq4922,Eukaryota,Eukaryota
uniq4926,Eukaryota,Eukaryota
uniq4933,Eukaryota,Eukaryota
uniq5798,Eukaryota,Cnidaria
uniq6484,Eukaryota,Eukaryota
uniq6981,Eukaryota,Eukaryota
uniq7413,Eukaryota,Eukaryota
uniq6656,Eukaryota,Eukaryota
uniq7565,Eukaryota,Eukaryota
uniq11158,Eukaryota,Eukaryota
uniq4960,Eukaryota,Eukaryota
uniq4956,Eukaryota,Eukaryota
uniq4943,Eukaryota,Eukaryota
uniq4959,Eukaryota,Eukaryota
uniq4963,Eukaryota,Annelida
uniq4981,Eukaryota,Eukaryota
uniq4982,Eukaryota,Annelida
uniq4997,Eukaryota,Chaetognatha
uniq4988,Eukaryota,Chaetognatha
uniq5019,Eukaryota,Eukaryota
uniq4983,Eukaryota,Arthropoda
uniq5018,Eukaryota,Eukaryota
uniq5028,Eukaryota,Arthropoda
uniq5856,Eukaryota,Arthropoda
uniq5033,Eukaryota,Eukaryota
uniq5932,Eukaryota,Mollusca
uniq5672,Eukaryota,Eukaryota
uniq6770,Eukaryota,Mollusca
uniq5045,Eukaryota,Eukaryota
uniq5072,Eukaryota,Echinodermata
uniq5069,Eukaryota,Eukaryota
uniq5059,Eukaryota,Mollusca
uniq5078,Eukaryota,Eukaryota
uniq5087,Eukaryota,Eukaryota
uniq5070,Eukaryota,Arthropoda
uniq5100,Eukaryota,Eukaryota
uniq5096,Eukaryota,Eukaryota
uniq5103,Eukaryota,Eukaryota
uniq5134,Eukaryota,Eukaryota
uniq5127,Eukaryota,Arthropoda
uniq5137,Eukaryota,Eukaryota
uniq5131,Eukaryota,Arthropoda
uniq5140,Eukaryota,Arthropoda
uniq5139,Eukaryota,Eukaryota
uniq5142,Eukaryota,Eukaryota
uniq5162,Eukaryota,Eukaryota
uniq5158,Eukaryota,Annelida
uniq5155,Eukaryota,Eukaryota
uniq5163,Eukaryota,Mollusca
uniq5165,Eukaryota,Eukaryota
uniq5167,Eukaryota,Arthropoda
uniq5168,Eukaryota,Eukaryota
uniq5828,Eukaryota,Eukaryota
uniq5785,Eukaryota,Eukaryota
uniq5840,Eukaryota,Mollusca
uniq6750,Eukaryota,Eukaryota
uniq6841,Eukaryota,Eukaryota
uniq10930,Eukaryota,Eukaryota
uniq11648,Eukaryota,Mollusca
uniq7752,Eukaryota,Eukaryota
uniq9955,Eukaryota,Arthropoda
uniq10429,Eukaryota,Eukaryota
uniq10439,Eukaryota,Eukaryota
uniq7293,Eukaryota,Eukaryota
uniq12855,Eukaryota,Eukaryota
uniq5177,Eukaryota,Arthropoda
